"model","discrete_algorithm","continuous_algorithm","particles","data_size","repetition","parameter","diagnostic","value"
"GMM","PG","HMC","10","25","2","z[24]","ess","23.309436151584766"
"GMM","PG","HMC","10","25","2","z[24]","r_hat","1.148471869015168"
"GMM","PG","HMC","10","25","2","z[25]","ess","23.195437272604124"
"GMM","PG","HMC","10","25","2","z[25]","r_hat","1.1456476161943367"
"GMM","PG","HMC","10","25","2","μ[1]","ess","52.26113746640612"
"GMM","PG","HMC","10","25","2","μ[1]","r_hat","1.0002463100109942"
"GMM","PG","HMC","10","25","2","μ[2]","ess","46.82102672809891"
"GMM","PG","HMC","10","25","2","μ[2]","r_hat","1.0260098853152637"
"GMM","PG","HMC","10","25","6","w[1]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","w[1]","r_hat","1.3138470360343029"
"GMM","PG","HMC","10","25","6","w[2]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","w[2]","r_hat","1.3138470360343026"
"GMM","PG","HMC","10","25","6","z[1]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[1]","r_hat","1.3033816637499585"
"GMM","PG","HMC","10","25","6","z[2]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[2]","r_hat","1.3034623637684157"
"GMM","PG","HMC","10","25","6","z[3]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[3]","r_hat","1.2819187160161787"
"GMM","PG","HMC","10","25","6","z[4]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[4]","r_hat","1.288004015060986"
"GMM","PG","HMC","10","25","6","z[5]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[5]","r_hat","1.3002667929425378"
"GMM","PG","HMC","10","25","6","z[6]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[6]","r_hat","1.2877461027737453"
"GMM","PG","HMC","10","25","6","z[7]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[7]","r_hat","1.2953553333941168"
"GMM","PG","HMC","10","25","6","z[8]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[8]","r_hat","1.3024912566235964"
"GMM","PG","HMC","10","25","6","z[9]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[9]","r_hat","1.3073420847833395"
"GMM","PG","HMC","10","25","6","z[10]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[10]","r_hat","1.2948548309712087"
"GMM","PG","HMC","10","25","6","z[11]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[11]","r_hat","1.2976051138870142"
"GMM","PG","HMC","10","25","6","z[12]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[12]","r_hat","1.2950941477062259"
"GMM","PG","HMC","10","25","6","z[13]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[13]","r_hat","1.300681654457773"
"GMM","PG","HMC","10","25","6","z[14]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[14]","r_hat","1.2946621768614452"
"GMM","PG","HMC","10","25","6","z[15]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[15]","r_hat","1.283987286005838"
"GMM","PG","HMC","10","25","6","z[16]","ess","31.754086748034144"
"GMM","PG","HMC","10","25","6","z[16]","r_hat","1.1034782181435676"
"GMM","PG","HMC","10","25","6","z[17]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[17]","r_hat","1.2944566845349679"
"GMM","PG","HMC","10","25","6","z[18]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[18]","r_hat","1.2974500220019183"
"GMM","PG","HMC","10","25","6","z[19]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[19]","r_hat","1.3053820345387332"
"GMM","PG","HMC","10","25","6","z[20]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[20]","r_hat","1.30097792399952"
"GMM","PG","HMC","10","25","6","z[21]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[21]","r_hat","1.3038251464348858"
"GMM","PG","HMC","10","25","6","z[22]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[22]","r_hat","1.300749912462208"
"GMM","PG","HMC","10","25","6","z[23]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[23]","r_hat","1.29702886361619"
"GMM","PG","HMC","10","25","6","z[24]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[24]","r_hat","1.3019229223988218"
"GMM","PG","HMC","10","25","6","z[25]","ess","20.080321285140563"
"GMM","PG","HMC","10","25","6","z[25]","r_hat","1.2967840643111797"
"GMM","PG","HMC","10","25","6","μ[1]","ess","45.85622812751167"
"GMM","PG","HMC","10","25","6","μ[1]","r_hat","1.0445265732447524"
"GMM","PG","HMC","10","25","6","μ[2]","ess","21.774679458288865"
"GMM","PG","HMC","10","25","6","μ[2]","r_hat","1.1443433771796967"
"GMM","PG","HMC","10","25","3","w[1]","ess","20.090303663590685"
"GMM","PG","HMC","10","25","3","w[1]","r_hat","1.173535324277903"
"GMM","PG","HMC","10","25","3","w[2]","ess","20.090303663590685"
"GMM","PG","HMC","10","25","3","w[2]","r_hat","1.173535324277903"
"GMM","PG","HMC","10","25","3","z[1]","ess","20.122819333883367"
"GMM","PG","HMC","10","25","3","z[1]","r_hat","1.1663811580944883"
"GMM","PG","HMC","10","25","3","z[2]","ess","20.10071616905649"
"GMM","PG","HMC","10","25","3","z[2]","r_hat","1.1723980645901557"
"GMM","PG","HMC","10","25","3","z[3]","ess","20.123878781925526"
"GMM","PG","HMC","10","25","3","z[3]","r_hat","1.160937404001651"
"GMM","PG","HMC","10","25","3","z[4]","ess","20.110524021211575"
"GMM","PG","HMC","10","25","3","z[4]","r_hat","1.1687307233917452"
"GMM","PG","HMC","10","25","3","z[5]","ess","20.114473234486862"
"GMM","PG","HMC","10","25","3","z[5]","r_hat","1.167552883841061"
"GMM","PG","HMC","10","25","3","z[6]","ess","20.106454980998627"
"GMM","PG","HMC","10","25","3","z[6]","r_hat","1.169709472942246"
"GMM","PG","HMC","10","25","3","z[7]","ess","20.107060483842492"
"GMM","PG","HMC","10","25","3","z[7]","r_hat","1.1682791159850017"
"GMM","PG","HMC","10","25","3","z[8]","ess","20.124809680612888"
"GMM","PG","HMC","10","25","3","z[8]","r_hat","1.1672197604408805"
"GMM","PG","HMC","10","25","3","z[9]","ess","20.12309632399824"
"GMM","PG","HMC","10","25","3","z[9]","r_hat","1.1634519525633453"
"GMM","PG","HMC","10","25","3","z[10]","ess","20.11612219265384"
"GMM","PG","HMC","10","25","3","z[10]","r_hat","1.1630389110932557"
"GMM","PG","HMC","10","25","3","z[11]","ess","20.15511224845358"
"GMM","PG","HMC","10","25","3","z[11]","r_hat","1.1604998709370329"
"GMM","PG","HMC","10","25","3","z[12]","ess","20.11117172415788"
"GMM","PG","HMC","10","25","3","z[12]","r_hat","1.1683669589349261"
"GMM","PG","HMC","10","25","3","z[13]","ess","20.125947856598362"
"GMM","PG","HMC","10","25","3","z[13]","r_hat","1.1659919352059598"
"GMM","PG","HMC","10","25","3","z[14]","ess","20.107087805007932"
"GMM","PG","HMC","10","25","3","z[14]","r_hat","1.1647286446622651"
"GMM","PG","HMC","10","25","3","z[15]","ess","20.153617769063278"
"GMM","PG","HMC","10","25","3","z[15]","r_hat","1.1599959836545979"
"GMM","PG","HMC","10","25","3","z[16]","ess","30.794205881706375"
"GMM","PG","HMC","10","25","3","z[16]","r_hat","1.0718357470632285"
"GMM","PG","HMC","10","25","3","z[17]","ess","20.15850884991686"
"GMM","PG","HMC","10","25","3","z[17]","r_hat","1.1659359518461698"
"GMM","PG","HMC","10","25","3","z[18]","ess","20.106263153574474"
"GMM","PG","HMC","10","25","3","z[18]","r_hat","1.1687307233917452"
"GMM","PG","HMC","10","25","3","z[19]","ess","20.10898267079125"
"GMM","PG","HMC","10","25","3","z[19]","r_hat","1.164640026174292"
"GMM","PG","HMC","10","25","3","z[20]","ess","20.10547865369611"
"GMM","PG","HMC","10","25","3","z[20]","r_hat","1.168701245166329"
"GMM","PG","HMC","10","25","3","z[21]","ess","20.096040367733842"
"GMM","PG","HMC","10","25","3","z[21]","r_hat","1.171689556171513"
"GMM","PG","HMC","10","25","3","z[22]","ess","20.105812639167123"
"GMM","PG","HMC","10","25","3","z[22]","r_hat","1.1691546287648988"
"GMM","PG","HMC","10","25","3","z[23]","ess","20.10904959572424"
"GMM","PG","HMC","10","25","3","z[23]","r_hat","1.1676114051891515"
"GMM","PG","HMC","10","25","3","z[24]","ess","20.09811029358686"
"GMM","PG","HMC","10","25","3","z[24]","r_hat","1.1724566990769947"
"GMM","PG","HMC","10","25","3","z[25]","ess","20.122797547050663"
"GMM","PG","HMC","10","25","3","z[25]","r_hat","1.1645821664613325"
"GMM","PG","HMC","10","25","3","μ[1]","ess","30.34733206253242"
"GMM","PG","HMC","10","25","3","μ[1]","r_hat","1.0641110625076537"
"GMM","PG","HMC","10","25","3","μ[2]","ess","36.437217488416756"
"GMM","PG","HMC","10","25","3","μ[2]","r_hat","1.023666394555783"
"GMM","AG","HMC","15","25","4","w[1]","ess","2125.1812959327794"
"GMM","AG","HMC","15","25","4","w[1]","r_hat","0.999883441892173"
"GMM","AG","HMC","15","25","4","w[2]","ess","2125.1812959327744"
"GMM","AG","HMC","15","25","4","w[2]","r_hat","0.9998834418921732"
"GMM","AG","HMC","15","25","4","z[1]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[1]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[2]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[2]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[3]","ess","5020.096462376294"
"GMM","AG","HMC","15","25","4","z[3]","r_hat","0.999799979995999"
"GMM","AG","HMC","15","25","4","z[4]","ess","5012.03691362999"
"GMM","AG","HMC","15","25","4","z[4]","r_hat","1.0"
"GMM","AG","HMC","15","25","4","z[5]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[5]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[6]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[6]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[7]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[7]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[8]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[8]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[9]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[9]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[10]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[10]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[11]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[11]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[12]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[12]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[13]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[13]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[14]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[14]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[15]","ess","5012.036913629985"
"GMM","AG","HMC","15","25","4","z[15]","r_hat","1.0"
"GMM","AG","HMC","15","25","4","z[16]","ess","21.207569519290747"
"GMM","AG","HMC","15","25","4","z[16]","r_hat","1.0"
"GMM","AG","HMC","15","25","4","z[17]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[17]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[18]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[18]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[19]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[19]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[20]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[20]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[21]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[21]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[22]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[22]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[23]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[23]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[24]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[24]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","z[25]","ess","NaN"
"GMM","AG","HMC","15","25","4","z[25]","r_hat","NaN"
"GMM","AG","HMC","15","25","4","μ[1]","ess","3148.8434756745587"
"GMM","AG","HMC","15","25","4","μ[1]","r_hat","0.9998709155533554"
"GMM","AG","HMC","15","25","4","μ[2]","ess","1626.636532084482"
"GMM","AG","HMC","15","25","4","μ[2]","r_hat","1.0001904993011537"
"GMM","AG","HMC","15","25","9","w[1]","ess","1827.4533549175571"
"GMM","AG","HMC","15","25","9","w[1]","r_hat","1.0007407084614888"
"GMM","AG","HMC","15","25","9","w[2]","ess","1827.4533549175517"
"GMM","AG","HMC","15","25","9","w[2]","r_hat","1.000740708461489"
"GMM","AG","HMC","15","25","9","z[1]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[1]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[2]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[2]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[3]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[3]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[4]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[4]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[5]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[5]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[6]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[6]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[7]","ess","5012.036913629994"
"GMM","AG","HMC","15","25","9","z[7]","r_hat","1.0"
"GMM","AG","HMC","15","25","9","z[8]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[8]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[9]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[9]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[10]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[10]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[11]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[11]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[12]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[12]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[13]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[13]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[14]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[14]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[15]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[15]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[16]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[16]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[17]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[17]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[18]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[18]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[19]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[19]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[20]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[20]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[21]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[21]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[22]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[22]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[23]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[23]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[24]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[24]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","z[25]","ess","NaN"
"GMM","AG","HMC","15","25","9","z[25]","r_hat","NaN"
"GMM","AG","HMC","15","25","9","μ[1]","ess","3352.2495031988665"
"GMM","AG","HMC","15","25","9","μ[1]","r_hat","1.0000923323034767"
"GMM","AG","HMC","15","25","9","μ[2]","ess","1435.90519338722"
"GMM","AG","HMC","15","25","9","μ[2]","r_hat","1.000298424491311"
"GMM","AG","HMC","15","25","1","w[1]","ess","1970.7194848528102"
"GMM","AG","HMC","15","25","1","w[1]","r_hat","1.0004223489857016"
"GMM","AG","HMC","15","25","1","w[2]","ess","1970.71948485281"
"GMM","AG","HMC","15","25","1","w[2]","r_hat","1.0004223489857016"
"GMM","AG","HMC","15","25","1","z[1]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[1]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[2]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[2]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[3]","ess","5012.036913629992"
"GMM","AG","HMC","15","25","1","z[3]","r_hat","1.0002001401000726"
"GMM","AG","HMC","15","25","1","z[4]","ess","5012.036913629992"
"GMM","AG","HMC","15","25","1","z[4]","r_hat","1.0002001401000726"
"GMM","AG","HMC","15","25","1","z[5]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[5]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[6]","ess","5012.036913629992"
"GMM","AG","HMC","15","25","1","z[6]","r_hat","1.0002001401000726"
"GMM","AG","HMC","15","25","1","z[7]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[7]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[8]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[8]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[9]","ess","5012.036913629985"
"GMM","AG","HMC","15","25","1","z[9]","r_hat","1.0"
"GMM","AG","HMC","15","25","1","z[10]","ess","5012.036913629985"
"GMM","AG","HMC","15","25","1","z[10]","r_hat","1.0"
"GMM","AG","HMC","15","25","1","z[11]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[11]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[12]","ess","2509.5481440180492"
"GMM","AG","HMC","15","25","1","z[12]","r_hat","1.0002001401000726"
"GMM","AG","HMC","15","25","1","z[13]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[13]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[14]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[14]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[15]","ess","5012.036913630012"
"GMM","AG","HMC","15","25","1","z[15]","r_hat","1.0002001401000726"
"GMM","AG","HMC","15","25","1","z[16]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[16]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[17]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[17]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[18]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[18]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[19]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[19]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[20]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[20]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[21]","ess","5012.03691362999"
"GMM","AG","HMC","15","25","1","z[21]","r_hat","1.0"
"GMM","AG","HMC","15","25","1","z[22]","ess","5012.036913629985"
"GMM","AG","HMC","15","25","1","z[22]","r_hat","1.0"
"GMM","AG","HMC","15","25","1","z[23]","ess","5012.036913629985"
"GMM","AG","HMC","15","25","1","z[23]","r_hat","1.0"
"GMM","AG","HMC","15","25","1","z[24]","ess","NaN"
"GMM","AG","HMC","15","25","1","z[24]","r_hat","NaN"
"GMM","AG","HMC","15","25","1","z[25]","ess","2509.043813683362"
"GMM","AG","HMC","15","25","1","z[25]","r_hat","1.0002001401000726"
"GMM","AG","HMC","15","25","1","μ[1]","ess","1585.6279602483896"
"GMM","AG","HMC","15","25","1","μ[1]","r_hat","0.9999683967128188"
"GMM","AG","HMC","15","25","1","μ[2]","ess","3226.41348678989"
"GMM","AG","HMC","15","25","1","μ[2]","r_hat","1.0002192519307311"
"GMM","AG","HMC","15","25","7","w[1]","ess","2312.072620140143"
"GMM","AG","HMC","15","25","7","w[1]","r_hat","0.999831469755155"
"GMM","AG","HMC","15","25","7","w[2]","ess","2312.072620140143"
"GMM","AG","HMC","15","25","7","w[2]","r_hat","0.999831469755155"
"GMM","AG","HMC","15","25","7","z[1]","ess","NaN"
"GMM","AG","HMC","15","25","7","z[1]","r_hat","NaN"
"GMM","AG","HMC","15","25","7","z[2]","ess","NaN"
"GMM","AG","HMC","15","25","7","z[2]","r_hat","NaN"
"GMM","AG","HMC","15","25","7","z[3]","ess","47.55233208520996"
"GMM","AG","HMC","15","25","7","z[3]","r_hat","1.0002001401000726"
"GMM","AG","HMC","15","25","7","z[4]","ess","NaN"
"GMM","AG","HMC","15","25","7","z[4]","r_hat","NaN"
"GMM","AG","HMC","15","25","7","z[5]","ess","30.093043930824248"
"GMM","AG","HMC","15","25","7","z[5]","r_hat","1.0004004004164455"
"GMM","AG","HMC","15","25","7","z[6]","ess","NaN"
"GMM","AG","HMC","15","25","7","z[6]","r_hat","NaN"
"GMM","AG","HMC","15","25","7","z[7]","ess","5012.036913629976"
"GMM","AG","HMC","15","25","7","z[7]","r_hat","1.0"
"GMM","AG","HMC","15","25","7","z[8]","ess","NaN"
"GMM","AG","HMC","15","25","7","z[8]","r_hat","NaN"
"GMM","AG","HMC","15","25","7","z[9]","ess","NaN"
"GMM","AG","HMC","15","25","7","z[9]","r_hat","NaN"
"GMM","AG","HMC","15","25","7","z[10]","ess","5012.036913629976"
"GMM","AG","HMC","15","25","7","z[10]","r_hat","1.0"
"GMM","AG","HMC","15","25","7","z[11]","ess","NaN"
"GMM","AG","HMC","15","25","7","z[11]","r_hat","NaN"
"GMM","AG","HMC","15","25","7","z[12]","ess","5012.036913629994"
"GMM","AG","HMC","15","25","7","z[12]","r_hat","1.0002001401000726"
"GMM","AG","HMC","15","25","7","z[13]","ess","5012.03691362999"
"GMM","AG","HMC","15","25","7","z[13]","r_hat","1.0002001401000726"
"GMM","AG","HMC","15","25","7","z[14]","ess","5012.036913629976"
"GMM","AG","HMC","15","25","7","z[14]","r_hat","1.0"
"GMM","AG","HMC","15","25","7","z[15]","ess","5012.036913629994"
"GMM","AG","HMC","15","25","7","z[15]","r_hat","1.0"
"GMM","AG","HMC","15","25","7","z[16]","ess","21.206812635568074"
"GMM","AG","HMC","15","25","7","z[16]","r_hat","1.0010019038681768"
"GMM","AG","HMC","15","25","7","z[17]","ess","22.950958144592224"
"GMM","AG","HMC","15","25","7","z[17]","r_hat","1.000600781069515"
"GMM","AG","HMC","15","25","7","z[18]","ess","40.07159958381978"
"GMM","AG","HMC","15","25","7","z[18]","r_hat","1.0002001401000726"
"GMM","AG","HMC","15","25","7","z[19]","ess","NaN"
"GMM","AG","HMC","15","25","7","z[19]","r_hat","NaN"
"GMM","AG","HMC","15","25","7","z[20]","ess","NaN"
"GMM","AG","HMC","15","25","7","z[20]","r_hat","NaN"
"GMM","AG","HMC","15","25","7","z[21]","ess","5012.036913629976"
"GMM","AG","HMC","15","25","7","z[21]","r_hat","1.0"
"GMM","AG","HMC","15","25","7","z[22]","ess","21.207569519290747"
"GMM","AG","HMC","15","25","7","z[22]","r_hat","1.0"
"GMM","AG","HMC","15","25","7","z[23]","ess","NaN"
"GMM","AG","HMC","15","25","7","z[23]","r_hat","NaN"
"GMM","AG","HMC","15","25","7","z[24]","ess","NaN"
"GMM","AG","HMC","15","25","7","z[24]","r_hat","NaN"
"GMM","AG","HMC","15","25","7","z[25]","ess","5012.036913629994"
"GMM","AG","HMC","15","25","7","z[25]","r_hat","1.0002001401000726"
"GMM","AG","HMC","15","25","7","μ[1]","ess","2871.2928760003624"
"GMM","AG","HMC","15","25","7","μ[1]","r_hat","1.0004861769743865"
"GMM","AG","HMC","15","25","7","μ[2]","ess","846.6468104646283"
"GMM","AG","HMC","15","25","7","μ[2]","r_hat","1.0021208921937235"
"GMM","AG","HMC","15","25","5","w[1]","ess","2216.1241273524615"
"GMM","AG","HMC","15","25","5","w[1]","r_hat","0.9998465884708735"
"GMM","AG","HMC","15","25","5","w[2]","ess","2216.1241273524624"
"GMM","AG","HMC","15","25","5","w[2]","r_hat","0.9998465884708735"
"GMM","AG","HMC","15","25","5","z[1]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[1]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[2]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[2]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[3]","ess","5012.0369136299805"
"GMM","AG","HMC","15","25","5","z[3]","r_hat","1.0"
"GMM","AG","HMC","15","25","5","z[4]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[4]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[5]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[5]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[6]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[6]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[7]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[7]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[8]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[8]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[9]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[9]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[10]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[10]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[11]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[11]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[12]","ess","3021.1361755899393"
"GMM","AG","HMC","15","25","5","z[12]","r_hat","0.9998666755686022"
"GMM","AG","HMC","15","25","5","z[13]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[13]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[14]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[14]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[15]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[15]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[16]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[16]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[17]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[17]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[18]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[18]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[19]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[19]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[20]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[20]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[21]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[21]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[22]","ess","NaN"
"GMM","AG","HMC","15","25","5","z[22]","r_hat","NaN"
"GMM","AG","HMC","15","25","5","z[23]","ess","5012.03691362999"
"GMM","AG","HMC","15","25","5","z[23]","r_hat","1.0"
