"model","discrete_algorithm","continuous_algorithm","particles","data_size","repetition","parameter","diagnostic","value"
"GMM","PG","HMC","10","10","1","μ[1]","r_hat","0.9913891450242622"
"GMM","PG","HMC","10","10","1","μ[2]","ess","5.249759979730218"
"GMM","PG","HMC","10","10","1","μ[2]","r_hat","1.1208787858448959"
"GMM","PG","HMC","10","10","2","w[1]","ess","20.389486765485444"
"GMM","PG","HMC","10","10","2","w[1]","r_hat","1.1144642177635624"
"GMM","PG","HMC","10","10","2","w[2]","ess","20.389486765485447"
"GMM","PG","HMC","10","10","2","w[2]","r_hat","1.1144642177635624"
"GMM","PG","HMC","10","10","2","z[1]","ess","14.676428723805362"
"GMM","PG","HMC","10","10","2","z[1]","r_hat","1.131426091267123"
"GMM","PG","HMC","10","10","2","z[2]","ess","21.727936090129862"
"GMM","PG","HMC","10","10","2","z[2]","r_hat","1.0594535669226455"
"GMM","PG","HMC","10","10","2","z[3]","ess","65.97412505021155"
"GMM","PG","HMC","10","10","2","z[3]","r_hat","1.0120789482388983"
"GMM","PG","HMC","10","10","2","z[4]","ess","21.991049372892128"
"GMM","PG","HMC","10","10","2","z[4]","r_hat","1.1470032425220795"
"GMM","PG","HMC","10","10","2","z[5]","ess","29.359957084815594"
"GMM","PG","HMC","10","10","2","z[5]","r_hat","1.0594535669226455"
"GMM","PG","HMC","10","10","2","z[6]","ess","29.760730626384223"
"GMM","PG","HMC","10","10","2","z[6]","r_hat","1.0758885778202396"
"GMM","PG","HMC","10","10","2","z[7]","ess","48.01840063032346"
"GMM","PG","HMC","10","10","2","z[7]","r_hat","1.024293156566144"
"GMM","PG","HMC","10","10","2","z[8]","ess","32.07720992210951"
"GMM","PG","HMC","10","10","2","z[8]","r_hat","1.1023611023616535"
"GMM","PG","HMC","10","10","2","z[9]","ess","37.04578330512321"
"GMM","PG","HMC","10","10","2","z[9]","r_hat","1.020005371997672"
"GMM","PG","HMC","10","10","2","z[10]","ess","52.342000682760165"
"GMM","PG","HMC","10","10","2","z[10]","r_hat","1.051880037315675"
"GMM","PG","HMC","10","10","2","μ[1]","ess","100.32495478878168"
"GMM","PG","HMC","10","10","2","μ[1]","r_hat","0.9916056049104205"
"GMM","PG","HMC","10","10","2","μ[2]","ess","8.547245408925473"
"GMM","PG","HMC","10","10","2","μ[2]","r_hat","1.0093323899662752"
"GMM","PG","HMC","10","10","3","w[1]","ess","10.368952748382842"
"GMM","PG","HMC","10","10","3","w[1]","r_hat","1.003704842502003"
"GMM","PG","HMC","10","10","3","w[2]","ess","10.368952748382846"
"GMM","PG","HMC","10","10","3","w[2]","r_hat","1.003704842502003"
"GMM","PG","HMC","10","10","3","z[1]","ess","6.347469907985462"
"GMM","PG","HMC","10","10","3","z[1]","r_hat","1.0"
"GMM","PG","HMC","10","10","3","z[2]","ess","NaN"
"GMM","PG","HMC","10","10","3","z[2]","r_hat","NaN"
"GMM","PG","HMC","10","10","3","z[3]","ess","6.347469907985462"
"GMM","PG","HMC","10","10","3","z[3]","r_hat","1.0"
"GMM","PG","HMC","10","10","3","z[4]","ess","6.347469907985462"
"GMM","PG","HMC","10","10","3","z[4]","r_hat","1.0"
"GMM","PG","HMC","10","10","3","z[5]","ess","16.690434732651056"
"GMM","PG","HMC","10","10","3","z[5]","r_hat","1.0103629710818451"
"GMM","PG","HMC","10","10","3","z[6]","ess","6.347469907985462"
"GMM","PG","HMC","10","10","3","z[6]","r_hat","1.0"
"GMM","PG","HMC","10","10","3","z[7]","ess","6.322557884586513"
"GMM","PG","HMC","10","10","3","z[7]","r_hat","1.021054940485262"
"GMM","PG","HMC","10","10","3","z[8]","ess","6.347469907985462"
"GMM","PG","HMC","10","10","3","z[8]","r_hat","1.0"
"GMM","PG","HMC","10","10","3","z[9]","ess","6.347469907985462"
"GMM","PG","HMC","10","10","3","z[9]","r_hat","1.0"
"GMM","PG","HMC","10","10","3","z[10]","ess","NaN"
"GMM","PG","HMC","10","10","3","z[10]","r_hat","NaN"
"GMM","PG","HMC","10","10","3","μ[1]","ess","5.3146873977167735"
"GMM","PG","HMC","10","10","3","μ[1]","r_hat","1.123087219099158"
"GMM","PG","HMC","10","10","3","μ[2]","ess","101.86966696697296"
"GMM","PG","HMC","10","10","3","μ[2]","r_hat","0.9902399938467588"
"GMM","PG","HMC","10","10","4","w[1]","ess","2.9371854394129815"
"GMM","PG","HMC","10","10","4","w[1]","r_hat","1.7313071079178572"
"GMM","PG","HMC","10","10","4","w[2]","ess","2.9371854394129815"
"GMM","PG","HMC","10","10","4","w[2]","r_hat","1.7313071079178572"
"GMM","PG","HMC","10","10","4","z[1]","ess","2.8398064565399577"
"GMM","PG","HMC","10","10","4","z[1]","r_hat","1.4924050144892733"
"GMM","PG","HMC","10","10","4","z[2]","ess","2.381580322973801"
"GMM","PG","HMC","10","10","4","z[2]","r_hat","1.6499158227686108"
"GMM","PG","HMC","10","10","4","z[3]","ess","3.9327704542492166"
"GMM","PG","HMC","10","10","4","z[3]","r_hat","1.4"
"GMM","PG","HMC","10","10","4","z[4]","ess","3.161809317721315"
"GMM","PG","HMC","10","10","4","z[4]","r_hat","1.4596008983995234"
"GMM","PG","HMC","10","10","4","z[5]","ess","2.5405102131810704"
"GMM","PG","HMC","10","10","4","z[5]","r_hat","1.5275252316519465"
"GMM","PG","HMC","10","10","4","z[6]","ess","2.9765053255230285"
"GMM","PG","HMC","10","10","4","z[6]","r_hat","1.5275252316519465"
"GMM","PG","HMC","10","10","4","z[7]","ess","2.4025517351507615"
"GMM","PG","HMC","10","10","4","z[7]","r_hat","1.6977493752543307"
"GMM","PG","HMC","10","10","4","z[8]","ess","3.457397512774388"
"GMM","PG","HMC","10","10","4","z[8]","r_hat","1.4596008983995234"
"GMM","PG","HMC","10","10","4","z[9]","ess","3.033435611222482"
"GMM","PG","HMC","10","10","4","z[9]","r_hat","1.4596008983995234"
"GMM","PG","HMC","10","10","4","z[10]","ess","3.1799254332741143"
"GMM","PG","HMC","10","10","4","z[10]","r_hat","1.492405014489273"
"GMM","PG","HMC","10","10","4","μ[1]","ess","8.521671145111256"
"GMM","PG","HMC","10","10","4","μ[1]","r_hat","1.0858193898307318"
"GMM","PG","HMC","10","10","4","μ[2]","ess","5.138639426988323"
"GMM","PG","HMC","10","10","4","μ[2]","r_hat","1.227762647534145"
"GMM","PG","HMC","10","10","5","w[1]","ess","2.7450219041939263"
"GMM","PG","HMC","10","10","5","w[1]","r_hat","1.6392425162654065"
"GMM","PG","HMC","10","10","5","w[2]","ess","2.745021904193925"
"GMM","PG","HMC","10","10","5","w[2]","r_hat","1.6392425162654067"
"GMM","PG","HMC","10","10","5","z[1]","ess","2.36805115078435"
"GMM","PG","HMC","10","10","5","z[1]","r_hat","1.6977493752543307"
"GMM","PG","HMC","10","10","5","z[2]","ess","2.681670181258381"
"GMM","PG","HMC","10","10","5","z[2]","r_hat","1.6499158227686108"
"GMM","PG","HMC","10","10","5","z[3]","ess","2.363501240207245"
"GMM","PG","HMC","10","10","5","z[3]","r_hat","1.75"
"GMM","PG","HMC","10","10","5","z[4]","ess","2.681670181258381"
"GMM","PG","HMC","10","10","5","z[4]","r_hat","1.6499158227686108"
"GMM","PG","HMC","10","10","5","z[5]","ess","2.2889199608443844"
"GMM","PG","HMC","10","10","5","z[5]","r_hat","1.6202205880985343"
"GMM","PG","HMC","10","10","5","z[6]","ess","2.8350121548925564"
"GMM","PG","HMC","10","10","5","z[6]","r_hat","1.6059101370939324"
"GMM","PG","HMC","10","10","5","z[7]","ess","3.0112197094840942"
"GMM","PG","HMC","10","10","5","z[7]","r_hat","1.565247584249853"
"GMM","PG","HMC","10","10","5","z[8]","ess","2.8202561850511327"
"GMM","PG","HMC","10","10","5","z[8]","r_hat","1.6059101370939324"
"GMM","PG","HMC","10","10","5","z[9]","ess","2.8350121548925564"
"GMM","PG","HMC","10","10","5","z[9]","r_hat","1.6059101370939324"
"GMM","PG","HMC","10","10","5","z[10]","ess","2.8274013428690976"
"GMM","PG","HMC","10","10","5","z[10]","r_hat","1.6059101370939324"
"GMM","PG","HMC","10","10","5","μ[1]","ess","4.451616732593095"
"GMM","PG","HMC","10","10","5","μ[1]","r_hat","1.3855360772046255"
"GMM","PG","HMC","10","10","5","μ[2]","ess","2.1469448627611993"
"GMM","PG","HMC","10","10","5","μ[2]","r_hat","2.472002927076473"
"GMM","PG","HMC","10","10","6","w[1]","ess","12.508554738431481"
"GMM","PG","HMC","10","10","6","w[1]","r_hat","1.0350617350654716"
"GMM","PG","HMC","10","10","6","w[2]","ess","12.50855473843148"
"GMM","PG","HMC","10","10","6","w[2]","r_hat","1.0350617350654716"
"GMM","PG","HMC","10","10","6","z[1]","ess","13.730385729136062"
"GMM","PG","HMC","10","10","6","z[1]","r_hat","1.0315037566582101"
"GMM","PG","HMC","10","10","6","z[2]","ess","15.048572319023506"
"GMM","PG","HMC","10","10","6","z[2]","r_hat","1.0086490377509574"
"GMM","PG","HMC","10","10","6","z[3]","ess","14.540817369824053"
"GMM","PG","HMC","10","10","6","z[3]","r_hat","1.0234455824395619"
"GMM","PG","HMC","10","10","6","z[4]","ess","15.019482530307721"
"GMM","PG","HMC","10","10","6","z[4]","r_hat","1.0395231430896628"
"GMM","PG","HMC","10","10","6","z[5]","ess","29.547418434865122"
"GMM","PG","HMC","10","10","6","z[5]","r_hat","0.9921228211807711"
"GMM","PG","HMC","10","10","6","z[6]","ess","18.199299781972048"
"GMM","PG","HMC","10","10","6","z[6]","r_hat","1.0124796736300765"
"GMM","PG","HMC","10","10","6","z[7]","ess","12.44289278220346"
"GMM","PG","HMC","10","10","6","z[7]","r_hat","1.060062891216051"
"GMM","PG","HMC","10","10","6","z[8]","ess","12.361446346001557"
"GMM","PG","HMC","10","10","6","z[8]","r_hat","1.0457959146638556"
"GMM","PG","HMC","10","10","6","z[9]","ess","14.518281183933452"
"GMM","PG","HMC","10","10","6","z[9]","r_hat","1.0253159158389806"
"GMM","PG","HMC","10","10","6","z[10]","ess","14.866172830491903"
"GMM","PG","HMC","10","10","6","z[10]","r_hat","1.0234455824395619"
"GMM","PG","HMC","10","10","6","μ[1]","ess","7.223966399717095"
"GMM","PG","HMC","10","10","6","μ[1]","r_hat","1.0197549588917991"
"GMM","PG","HMC","10","10","6","μ[2]","ess","15.781682618764393"
"GMM","PG","HMC","10","10","6","μ[2]","r_hat","1.0749757445502157"
"GMM","PG","HMC","10","10","7","w[1]","ess","2.151518454396882"
"GMM","PG","HMC","10","10","7","w[1]","r_hat","2.574817867586913"
"GMM","PG","HMC","10","10","7","w[2]","ess","2.151518454396882"
"GMM","PG","HMC","10","10","7","w[2]","r_hat","2.5748178675869133"
"GMM","PG","HMC","10","10","7","z[1]","ess","2.236337028803009"
"GMM","PG","HMC","10","10","7","z[1]","r_hat","1.5874507866387542"
"GMM","PG","HMC","10","10","7","z[2]","ess","2.5646535452261463"
"GMM","PG","HMC","10","10","7","z[2]","r_hat","1.4469403455693548"
"GMM","PG","HMC","10","10","7","z[3]","ess","2.3300900573828414"
"GMM","PG","HMC","10","10","7","z[3]","r_hat","2.0132960102136663"
"GMM","PG","HMC","10","10","7","z[4]","ess","2.131698707098168"
"GMM","PG","HMC","10","10","7","z[4]","r_hat","1.9238982861327714"
"GMM","PG","HMC","10","10","7","z[5]","ess","16.057582994937807"
"GMM","PG","HMC","10","10","7","z[5]","r_hat","1.097818957385821"
"GMM","PG","HMC","10","10","7","z[6]","ess","2.283806452638217"
"GMM","PG","HMC","10","10","7","z[6]","r_hat","1.6960319827679782"
"GMM","PG","HMC","10","10","7","z[7]","ess","2.86658010846658"
"GMM","PG","HMC","10","10","7","z[7]","r_hat","1.4155656420514457"
"GMM","PG","HMC","10","10","7","z[8]","ess","2.2048630658524573"
"GMM","PG","HMC","10","10","7","z[8]","r_hat","1.8361588985954524"
"GMM","PG","HMC","10","10","7","z[9]","ess","2.3333457477290667"
"GMM","PG","HMC","10","10","7","z[9]","r_hat","1.634278333590026"
"GMM","PG","HMC","10","10","7","z[10]","ess","2.2698012057555386"
"GMM","PG","HMC","10","10","7","z[10]","r_hat","1.6960319827679782"
"GMM","PG","HMC","10","10","7","μ[1]","ess","10.69488351976437"
"GMM","PG","HMC","10","10","7","μ[1]","r_hat","0.9904055185391509"
"GMM","PG","HMC","10","10","7","μ[2]","ess","25.871560634579456"
"GMM","PG","HMC","10","10","7","μ[2]","r_hat","1.0954189746029641"
"GMM","PG","HMC","10","10","8","w[1]","ess","2.043615831879841"
"GMM","PG","HMC","10","10","8","w[1]","r_hat","2.3909544260452567"
"GMM","PG","HMC","10","10","8","w[2]","ess","2.043615831879841"
"GMM","PG","HMC","10","10","8","w[2]","r_hat","2.3909544260452567"
"GMM","PG","HMC","10","10","8","z[1]","ess","2.107342772472835"
"GMM","PG","HMC","10","10","8","z[1]","r_hat","1.6499158227686108"
"GMM","PG","HMC","10","10","8","z[2]","ess","2.1473256658910858"
"GMM","PG","HMC","10","10","8","z[2]","r_hat","1.8708286933869707"
"GMM","PG","HMC","10","10","8","z[3]","ess","2.0513768249861393"
"GMM","PG","HMC","10","10","8","z[3]","r_hat","1.9414506867883021"
"GMM","PG","HMC","10","10","8","z[4]","ess","2.2029681880869876"
"GMM","PG","HMC","10","10","8","z[4]","r_hat","1.6059101370939324"
"GMM","PG","HMC","10","10","8","z[5]","ess","5.649161455868808"
"GMM","PG","HMC","10","10","8","z[5]","r_hat","1.1922421907655512"
"GMM","PG","HMC","10","10","8","z[6]","ess","2.1216713574366746"
"GMM","PG","HMC","10","10","8","z[6]","r_hat","1.8073922282301278"
"GMM","PG","HMC","10","10","8","z[7]","ess","2.1052631578947367"
"GMM","PG","HMC","10","10","8","z[7]","r_hat","2.2135943621178655"
"GMM","PG","HMC","10","10","8","z[8]","ess","2.0911344611905776"
"GMM","PG","HMC","10","10","8","z[8]","r_hat","2.2135943621178655"
"GMM","PG","HMC","10","10","8","z[9]","ess","2.1210072106211046"
"GMM","PG","HMC","10","10","8","z[9]","r_hat","2.2135943621178655"
"GMM","PG","HMC","10","10","8","z[10]","ess","2.0808522616547216"
"GMM","PG","HMC","10","10","8","z[10]","r_hat","1.9850697952591514"
"GMM","PG","HMC","10","10","8","μ[1]","ess","8.623387061864046"
"GMM","PG","HMC","10","10","8","μ[1]","r_hat","1.0911409989663985"
"GMM","PG","HMC","10","10","8","μ[2]","ess","9.930827009183337"
"GMM","PG","HMC","10","10","8","μ[2]","r_hat","1.044584476387684"
"GMM","PG","HMC","10","10","9","w[1]","ess","5.789425428326789"
"GMM","PG","HMC","10","10","9","w[1]","r_hat","1.10472839305114"
"GMM","PG","HMC","10","10","9","w[2]","ess","5.789425428326789"
"GMM","PG","HMC","10","10","9","w[2]","r_hat","1.10472839305114"
"GMM","PG","HMC","10","10","9","z[1]","ess","5.777781807490684"
"GMM","PG","HMC","10","10","9","z[1]","r_hat","1.0801234497346432"
"GMM","PG","HMC","10","10","9","z[2]","ess","6.224611514718205"
"GMM","PG","HMC","10","10","9","z[2]","r_hat","1.0674899923282326"
"GMM","PG","HMC","10","10","9","z[3]","ess","5.875500247562763"
"GMM","PG","HMC","10","10","9","z[3]","r_hat","1.12089707663561"
"GMM","PG","HMC","10","10","9","z[4]","ess","6.03576380334512"
"GMM","PG","HMC","10","10","9","z[4]","r_hat","1.0801234497346432"
"GMM","PG","HMC","10","10","9","z[5]","ess","7.817532043619281"
"GMM","PG","HMC","10","10","9","z[5]","r_hat","1.0932163332202425"
"GMM","PG","HMC","10","10","9","z[6]","ess","5.722997569699029"
"GMM","PG","HMC","10","10","9","z[6]","r_hat","1.1355499479153377"
"GMM","PG","HMC","10","10","9","z[7]","ess","6.416987010285962"
"GMM","PG","HMC","10","10","9","z[7]","r_hat","1.0552897060221726"
"GMM","PG","HMC","10","10","9","z[8]","ess","5.815103686467943"
"GMM","PG","HMC","10","10","9","z[8]","r_hat","1.1067971810589328"
"GMM","PG","HMC","10","10","9","z[9]","ess","5.90429822735417"
"GMM","PG","HMC","10","10","9","z[9]","r_hat","1.1067971810589328"
"GMM","PG","HMC","10","10","9","z[10]","ess","5.825594945547273"
"GMM","PG","HMC","10","10","9","z[10]","r_hat","1.1067971810589328"
"GMM","PG","HMC","10","10","9","μ[1]","ess","6.2115981837210015"
"GMM","PG","HMC","10","10","9","μ[1]","r_hat","1.0304623335745433"
"GMM","PG","HMC","10","10","9","μ[2]","ess","2.84850296272335"
"GMM","PG","HMC","10","10","9","μ[2]","r_hat","1.6642673162624766"
"GMM","PG","HMC","10","10","10","w[1]","ess","10.20712556953243"
"GMM","PG","HMC","10","10","10","w[1]","r_hat","0.9978410389782746"
"GMM","PG","HMC","10","10","10","w[2]","ess","10.20712556953241"
"GMM","PG","HMC","10","10","10","w[2]","r_hat","0.9978410389782748"
"GMM","PG","HMC","10","10","10","z[1]","ess","114.17475728155331"
"GMM","PG","HMC","10","10","10","z[1]","r_hat","1.0"
"GMM","PG","HMC","10","10","10","z[2]","ess","114.17475728155325"
"GMM","PG","HMC","10","10","10","z[2]","r_hat","1.0103629710818451"
"GMM","PG","HMC","10","10","10","z[3]","ess","114.17475728155331"
"GMM","PG","HMC","10","10","10","z[3]","r_hat","1.0"
"GMM","PG","HMC","10","10","10","z[4]","ess","NaN"
"GMM","PG","HMC","10","10","10","z[4]","r_hat","NaN"
"GMM","PG","HMC","10","10","10","z[5]","ess","NaN"
"GMM","PG","HMC","10","10","10","z[5]","r_hat","NaN"
"GMM","PG","HMC","10","10","10","z[6]","ess","NaN"
"GMM","PG","HMC","10","10","10","z[6]","r_hat","NaN"
"GMM","PG","HMC","10","10","10","z[7]","ess","114.17475728155331"
"GMM","PG","HMC","10","10","10","z[7]","r_hat","1.0"
"GMM","PG","HMC","10","10","10","z[8]","ess","9.425098364826619"
"GMM","PG","HMC","10","10","10","z[8]","r_hat","1.0"
"GMM","PG","HMC","10","10","10","z[9]","ess","NaN"
"GMM","PG","HMC","10","10","10","z[9]","r_hat","NaN"
"GMM","PG","HMC","10","10","10","z[10]","ess","NaN"
"GMM","PG","HMC","10","10","10","z[10]","r_hat","NaN"
"GMM","PG","HMC","10","10","10","μ[1]","ess","5.4534118630627075"
"GMM","PG","HMC","10","10","10","μ[1]","r_hat","1.1404330575793387"
"GMM","PG","HMC","10","10","10","μ[2]","ess","100.55447473603816"
"GMM","PG","HMC","10","10","10","μ[2]","r_hat","0.989963669561173"
"GMM","PG","MH","5","25","1","w[1]","ess","4.851716311819189"
"GMM","PG","MH","5","25","1","w[1]","r_hat","1.2740731841940454"
"GMM","PG","MH","5","25","1","w[2]","ess","4.851716311819189"
"GMM","PG","MH","5","25","1","w[2]","r_hat","1.2740731841940454"
"GMM","PG","MH","5","25","1","z[1]","ess","NaN"
"GMM","PG","MH","5","25","1","z[1]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[2]","ess","NaN"
"GMM","PG","MH","5","25","1","z[2]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[3]","ess","NaN"
"GMM","PG","MH","5","25","1","z[3]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[4]","ess","114.17475728155343"
"GMM","PG","MH","5","25","1","z[4]","r_hat","1.0"
"GMM","PG","MH","5","25","1","z[5]","ess","114.17475728155331"
"GMM","PG","MH","5","25","1","z[5]","r_hat","1.0"
"GMM","PG","MH","5","25","1","z[6]","ess","114.17475728155343"
"GMM","PG","MH","5","25","1","z[6]","r_hat","1.0"
"GMM","PG","MH","5","25","1","z[7]","ess","114.17475728155343"
"GMM","PG","MH","5","25","1","z[7]","r_hat","1.0"
"GMM","PG","MH","5","25","1","z[8]","ess","NaN"
"GMM","PG","MH","5","25","1","z[8]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[9]","ess","NaN"
"GMM","PG","MH","5","25","1","z[9]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[10]","ess","NaN"
"GMM","PG","MH","5","25","1","z[10]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[11]","ess","NaN"
"GMM","PG","MH","5","25","1","z[11]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[12]","ess","NaN"
"GMM","PG","MH","5","25","1","z[12]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[13]","ess","114.17475728155354"
"GMM","PG","MH","5","25","1","z[13]","r_hat","1.0"
"GMM","PG","MH","5","25","1","z[14]","ess","NaN"
"GMM","PG","MH","5","25","1","z[14]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[15]","ess","61.88331769929977"
"GMM","PG","MH","5","25","1","z[15]","r_hat","1.0103629710818451"
"GMM","PG","MH","5","25","1","z[16]","ess","9.4018027063821"
"GMM","PG","MH","5","25","1","z[16]","r_hat","1.088586661916309"
"GMM","PG","MH","5","25","1","z[17]","ess","NaN"
"GMM","PG","MH","5","25","1","z[17]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[18]","ess","NaN"
"GMM","PG","MH","5","25","1","z[18]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[19]","ess","114.17475728155331"
"GMM","PG","MH","5","25","1","z[19]","r_hat","1.0"
"GMM","PG","MH","5","25","1","z[20]","ess","NaN"
"GMM","PG","MH","5","25","1","z[20]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[21]","ess","NaN"
"GMM","PG","MH","5","25","1","z[21]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[22]","ess","NaN"
"GMM","PG","MH","5","25","1","z[22]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[23]","ess","114.17475728155354"
"GMM","PG","MH","5","25","1","z[23]","r_hat","1.0"
"GMM","PG","MH","5","25","1","z[24]","ess","NaN"
"GMM","PG","MH","5","25","1","z[24]","r_hat","NaN"
"GMM","PG","MH","5","25","1","z[25]","ess","9.425098364826638"
"GMM","PG","MH","5","25","1","z[25]","r_hat","1.0"
"GMM","PG","MH","5","25","1","μ[1]","ess","2.3942627516033466"
"GMM","PG","MH","5","25","1","μ[1]","r_hat","1.9043826254075318"
"GMM","PG","MH","5","25","1","μ[2]","ess","7.691321491492223"
"GMM","PG","MH","5","25","1","μ[2]","r_hat","1.032042083009456"
"GMM","PG","MH","5","25","2","w[1]","ess","21.335296680046515"
"GMM","PG","MH","5","25","2","w[1]","r_hat","0.9902431571337353"
"GMM","PG","MH","5","25","2","w[2]","ess","21.335296680046508"
"GMM","PG","MH","5","25","2","w[2]","r_hat","0.9902431571337353"
"GMM","PG","MH","5","25","2","z[1]","ess","16.45784275443328"
"GMM","PG","MH","5","25","2","z[1]","r_hat","0.9899494936611665"
"GMM","PG","MH","5","25","2","z[2]","ess","36.50300236221642"
"GMM","PG","MH","5","25","2","z[2]","r_hat","1.030372101071582"
"GMM","PG","MH","5","25","2","z[3]","ess","8.547301237678388"
"GMM","PG","MH","5","25","2","z[3]","r_hat","1.021054940485262"
"GMM","PG","MH","5","25","2","z[4]","ess","6.26285067410312"
"GMM","PG","MH","5","25","2","z[4]","r_hat","1.0552897060221726"
"GMM","PG","MH","5","25","2","z[5]","ess","138.43238587424628"
"GMM","PG","MH","5","25","2","z[5]","r_hat","0.9911589620336184"
"GMM","PG","MH","5","25","2","z[6]","ess","9.510851596809914"
"GMM","PG","MH","5","25","2","z[6]","r_hat","1.0320936930842801"
"GMM","PG","MH","5","25","2","z[7]","ess","126.313020604998"
"GMM","PG","MH","5","25","2","z[7]","r_hat","0.9899494936611666"
"GMM","PG","MH","5","25","2","z[8]","ess","90.17702108392669"
"GMM","PG","MH","5","25","2","z[8]","r_hat","1.0040239771145147"
"GMM","PG","MH","5","25","2","z[9]","ess","28.441984963387174"
"GMM","PG","MH","5","25","2","z[9]","r_hat","1.0168308385018818"
"GMM","PG","MH","5","25","2","z[10]","ess","8.442768775299642"
"GMM","PG","MH","5","25","2","z[10]","r_hat","1.0003157396279279"
"GMM","PG","MH","5","25","2","z[11]","ess","109.37012413050986"
"GMM","PG","MH","5","25","2","z[11]","r_hat","0.9903588174304302"
"GMM","PG","MH","5","25","2","z[12]","ess","52.55973441646632"
"GMM","PG","MH","5","25","2","z[12]","r_hat","1.0003157396279279"
"GMM","PG","MH","5","25","2","z[13]","ess","31.761178523585315"
"GMM","PG","MH","5","25","2","z[13]","r_hat","1.0003157396279279"
"GMM","PG","MH","5","25","2","z[14]","ess","103.68562169986676"
"GMM","PG","MH","5","25","2","z[14]","r_hat","1.0050641005198853"
"GMM","PG","MH","5","25","2","z[15]","ess","8.156499777881782"
"GMM","PG","MH","5","25","2","z[15]","r_hat","1.0088875444038443"
"GMM","PG","MH","5","25","2","z[16]","ess","6.167264404128001"
"GMM","PG","MH","5","25","2","z[16]","r_hat","1.0674899923282326"
"GMM","PG","MH","5","25","2","z[17]","ess","98.198085557464"
"GMM","PG","MH","5","25","2","z[17]","r_hat","1.0059604971066858"
"GMM","PG","MH","5","25","2","z[18]","ess","114.15327890439829"
"GMM","PG","MH","5","25","2","z[18]","r_hat","0.9957556988361682"
"GMM","PG","MH","5","25","2","z[19]","ess","122.62736446791098"
"GMM","PG","MH","5","25","2","z[19]","r_hat","0.9920357962780609"
"GMM","PG","MH","5","25","2","z[20]","ess","10.535133019172267"
"GMM","PG","MH","5","25","2","z[20]","r_hat","1.0088875444038443"
"GMM","PG","MH","5","25","2","z[21]","ess","7.4537680091958975"
"GMM","PG","MH","5","25","2","z[21]","r_hat","1.0552897060221726"
"GMM","PG","MH","5","25","2","z[22]","ess","37.48530964551833"
"GMM","PG","MH","5","25","2","z[22]","r_hat","0.9969954864491614"
"GMM","PG","MH","5","25","2","z[23]","ess","114.17475728155343"
"GMM","PG","MH","5","25","2","z[23]","r_hat","1.0"
"GMM","PG","MH","5","25","2","z[24]","ess","84.42752985504862"
"GMM","PG","MH","5","25","2","z[24]","r_hat","0.9920357962780609"
"GMM","PG","MH","5","25","2","z[25]","ess","16.974655186474532"
"GMM","PG","MH","5","25","2","z[25]","r_hat","1.0088875444038443"
"GMM","PG","MH","5","25","2","μ[1]","ess","5.452212930295567"
"GMM","PG","MH","5","25","2","μ[1]","r_hat","1.1887275745127361"
"GMM","PG","MH","5","25","2","μ[2]","ess","5.932545346648458"
"GMM","PG","MH","5","25","2","μ[2]","r_hat","1.0651655218510474"
"GMM","PG","MH","5","25","3","w[1]","ess","2.0408163265306123"
"GMM","PG","MH","5","25","3","w[1]","r_hat","79.36913256915244"
"GMM","PG","MH","5","25","3","w[2]","ess","2.0408163265306123"
"GMM","PG","MH","5","25","3","w[2]","r_hat","79.36913256917182"
"GMM","PG","MH","5","25","3","z[1]","ess","114.17475728155331"
"GMM","PG","MH","5","25","3","z[1]","r_hat","1.0"
"GMM","PG","MH","5","25","3","z[2]","ess","114.17475728155325"
"GMM","PG","MH","5","25","3","z[2]","r_hat","1.0103629710818451"
"GMM","PG","MH","5","25","3","z[3]","ess","NaN"
"GMM","PG","MH","5","25","3","z[3]","r_hat","NaN"
"GMM","PG","MH","5","25","3","z[4]","ess","NaN"
"GMM","PG","MH","5","25","3","z[4]","r_hat","NaN"
"GMM","PG","MH","5","25","3","z[5]","ess","114.17475728155354"
"GMM","PG","MH","5","25","3","z[5]","r_hat","1.0"
"GMM","PG","MH","5","25","3","z[6]","ess","NaN"
"GMM","PG","MH","5","25","3","z[6]","r_hat","NaN"
"GMM","PG","MH","5","25","3","z[7]","ess","NaN"
"GMM","PG","MH","5","25","3","z[7]","r_hat","NaN"
"GMM","PG","MH","5","25","3","z[8]","ess","114.17475728155325"
"GMM","PG","MH","5","25","3","z[8]","r_hat","1.0103629710818451"
"GMM","PG","MH","5","25","3","z[9]","ess","9.425098364826638"
"GMM","PG","MH","5","25","3","z[9]","r_hat","1.0"
"GMM","PG","MH","5","25","3","z[10]","ess","NaN"
